state,label,n,state_n,pct,p05,p50,p95,dated_n,s_p05,s_p50,s_p95,outlier_flags,status_details,cleaning_action
VT,INACTIVE / (none) / Inactive - Redomisticated,29,263712,0.011,1986.0,2002.0,2020.0,29.0,1981,2012,2025,,Inactive - Redomisticated,
VT,ACTIVE / (none) / Merged,16,263712,0.006,1996.0,2001.0,2016.0,16.0,1981,2012,2025,RARE: <0.01% of state,Merged,
VT,ACTIVE / (none) / Active - Hold,5,263712,0.002,2026.0,2026.0,2026.0,1.0,1981,2012,2025,RARE: <0.01% of state,Active - Hold,
VT,INACTIVE / (none) / Inactive - Withdrawn,3,263712,0.001,2005.0,2009.0,2017.0,3.0,1981,2012,2025,RARE: <0.01% of state,Inactive - Withdrawn,
VT,INACTIVE / (none) / Inactive - Judicially Terminated,2,263712,0.001,2016.0,2016.0,2017.0,2.0,1981,2012,2025,RARE: <0.01% of state,Inactive - Judicially Terminated,
VT,ACTIVE / GOOD_STANDING / Active - In Good Standing - Pending Domestication,1,263712,0.0,2020.0,2020.0,2020.0,1.0,1981,2012,2025,RARE: <0.01% of state,Active - In Good Standing - Pending Domestication,
VT,ACTIVE / PENDING_INACTIVE / Pending Withdrawal,1,263712,0.0,2025.0,2025.0,2025.0,1.0,1981,2012,2025,RARE: <0.01% of state,Pending Withdrawal,status UNKNOWN->ACTIVE (pending inactivation)
VT,UNKNOWN / (none) / Filed in error,1,263712,0.0,2022.0,2022.0,2022.0,1.0,1981,2012,2025,RARE: <0.01% of state,Filed in error,
VT,INACTIVE / (none) / Inactive - Expired,1,263712,0.0,2024.0,2024.0,2024.0,1.0,1981,2012,2025,RARE: <0.01% of state,Inactive - Expired,
VT,UNKNOWN / (none) / (none),1,263712,0.0,,,,0.0,1981,2012,2025,RARE: <0.01% of state,(none),
WA,INACTIVE / DISSOLVED / (none),753811,2019844,37.32,1999.0,2016.0,2024.0,753811.0,1992,2015,2025,,(none),
WA,ACTIVE / GOOD_STANDING / (none),749547,2019844,37.109,1995.0,2021.0,2026.0,749547.0,1992,2015,2025,,(none),
WA,INACTIVE / (none) / (none),475073,2019844,23.52,1985.0,2003.0,2020.0,475073.0,1992,2015,2025,,(none),
WA,ACTIVE / NOT_GOOD_STANDING / (none),39625,2019844,1.962,2003.0,2023.0,2025.0,39625.0,1992,2015,2025,,(none),
WA,UNKNOWN / (none) / (none),1390,2019844,0.069,1997.0,2016.0,2023.0,1390.0,1992,2015,2025,,(none),
WA,ACTIVE / (none) / (none),331,2019844,0.016,2010.0,2021.0,2022.0,330.0,1992,2015,2025,,(none),
WA,ACTIVE / PENDING_ACTIVE / (none),67,2019844,0.003,2026.0,2026.0,2026.0,67.0,1992,2015,2025,RARE: <0.01% of state,(none),
WI,INACTIVE / DISSOLVED / Administratively Dissolved,522821,1540024,33.949,1984.0,2009.0,2022.0,522821.0,1976,2013,2025,,Administratively Dissolved,
WI,ACTIVE / (none) / Organized,257519,1540024,16.722,2007.0,2024.0,2026.0,257519.0,1976,2013,2025,,Organized,
WI,ACTIVE / GOOD_STANDING / Restored to Good Standing,233879,1540024,15.187,1981.0,2015.0,2023.0,233879.0,1976,2013,2025,,Restored to Good Standing,
WI,INACTIVE / DISSOLVED / Dissolved,217828,1540024,14.144,1968.0,2004.0,2022.0,217828.0,1976,2013,2025,,Dissolved,
WI,ACTIVE / NOT_GOOD_STANDING / Delinquent,61456,1540024,3.991,1996.0,2021.0,2024.0,61456.0,1976,2013,2025,,Delinquent,
WI,ACTIVE / GOOD_STANDING / Incorporated/Qualified/Registered,58910,1540024,3.825,1961.0,2018.0,2026.0,58910.0,1976,2013,2025,,Incorporated/Qualified/Registered,
WI,INACTIVE / (none) / Certificate of Authority Revoked,52762,1540024,3.426,1975.0,2004.0,2022.0,52762.0,1976,2013,2025,,Certificate of Authority Revoked,
WI,INACTIVE / DISSOLVED / Involuntarily Dissolved,38791,1540024,2.519,1956.0,1976.0,1983.0,38791.0,1976,2013,2025,RETIRED: 95% of filings before 1983 (state median 2013),Involuntarily Dissolved,
WI,INACTIVE / (none) / Withdrawal,34704,1540024,2.253,1975.0,2004.0,2022.0,34704.0,1976,2013,2025,,Withdrawal,
WI,INACTIVE / PENDING_ACTIVE / Registered,29765,1540024,1.933,2006.0,2022.0,2026.0,29765.0,1976,2013,2025,,Registered,INACTIVE+PENDING_ACTIVE is a valid combo (filing not yet effective): CONFLICT flag removed
WI,INACTIVE / (none) / Merged – Non-survivor,14161,1540024,0.92,1948.0,1985.0,2014.0,14161.0,1976,2013,2025,,Merged – Non-survivor,
WI,INACTIVE / (none) / Terminated Fgn Registered Name,13085,1540024,0.85,2000.0,2020.0,2025.0,13085.0,1976,2013,2025,,Terminated Fgn Registered Name,
WI,INACTIVE / (none) / Certificate of Cancellation,3494,1540024,0.227,1985.0,1995.0,2010.0,3494.0,1976,2013,2025,,Certificate of Cancellation,
WI,ACTIVE / NOT_GOOD_STANDING / In Bad Standing,350,1540024,0.023,1927.0,1999.0,2023.0,350.0,1976,2013,2025,,In Bad Standing,
WI,INACTIVE / DISSOLVED / Dissolved – Name Protected,343,1540024,0.022,1972.0,2014.0,2026.0,343.0,1976,2013,2025,,Dissolved – Name Protected,
WI,INACTIVE / (none) / Consolidated – Non-survivor,156,1540024,0.01,1912.0,1968.0,1986.0,156.0,1976,2013,2025,RETIRED: 95% of filings before 1986 (state median 2013),Consolidated – Non-survivor,
WV,ACTIVE / (none) / (none),276554,610800,45.277,1988.0,2016.0,2026.0,276552.0,1953,2008,2025,,(none),
WV,INACTIVE / NOT_GOOD_STANDING / Revoked (Failure to File Annual Report),130660,610800,21.392,1968.0,2006.0,2021.0,130659.0,1953,2008,2025,,Revoked (Failure to File Annual Report),
WV,INACTIVE / DISSOLVED / Dissolution by Court Order,44532,610800,7.291,1928.0,1975.0,1989.0,44532.0,1953,2008,2025,RETIRED: 95% of filings before 1989 (state median 2008),Dissolution by Court Order,
WV,INACTIVE / DISSOLVED / Voluntary Dissolution (Domestic),42187,610800,6.907,1923.0,1981.0,2008.0,42187.0,1953,2008,2025,,Voluntary Dissolution (Domestic),
WV,INACTIVE / (none) / LLC Termination (Domestic),34567,610800,5.659,2000.0,2013.0,2024.0,34567.0,1953,2008,2025,,LLC Termination (Domestic),
WV,INACTIVE / (none) / Withdrawal (Foreign),22071,610800,3.613,1940.0,1993.0,2014.0,22071.0,1953,2008,2025,,Withdrawal (Foreign),
WV,INACTIVE / (none) / Name Change (Reserved for old records),15454,610800,2.53,1912.0,1972.0,1995.0,15452.0,1953,2008,2025,RETIRED: 95% of filings before 1995 (state median 2008),Name Change (Reserved for old records),
WV,INACTIVE / (none) / LLC Cancellation (Foreign),11943,610800,1.955,1997.0,2011.0,2023.0,11943.0,1953,2008,2025,,LLC Cancellation (Foreign),
WV,INACTIVE / (none) / Merger,11546,610800,1.89,1932.0,1986.0,2014.0,11546.0,1953,2008,2025,,Merger,
WV,INACTIVE / PENDING_INACTIVE / Pending,11352,610800,1.859,1978.0,2005.0,2022.0,11352.0,1953,2008,2025,,Pending,
WV,INACTIVE / (none) / Other,3429,610800,0.561,1967.0,1987.0,2022.0,3429.0,1953,2008,2025,,Other,
WV,ACTIVE / (none) / LLC Termination (Future Term),2897,610800,0.474,1996.0,2009.0,2025.0,2897.0,1953,2008,2025,,LLC Termination (Future Term),
WV,INACTIVE / (none) / LLC Termination (Future Term),1868,610800,0.306,1993.0,2001.0,2021.0,1868.0,1953,2008,2025,,LLC Termination (Future Term),
WV,INACTIVE / (none) / Bankruptcy,533,610800,0.087,1965.0,1988.0,2002.0,533.0,1953,2008,2025,,Bankruptcy,
WV,INACTIVE / (none) / (none),451,610800,0.074,1976.0,1997.0,2017.0,451.0,1953,2008,2025,,(none),
WV,INACTIVE / (none) / Not Processed,433,610800,0.071,2008.0,2015.0,2020.0,433.0,1953,2008,2025,,Not Processed,
WV,INACTIVE / (none) / LLP Termination,126,610800,0.021,1998.0,2020.0,2024.0,126.0,1953,2008,2025,,LLP Termination,
WV,INACTIVE / (none) / LP Cancellation,49,610800,0.008,1979.0,2008.0,2023.0,49.0,1953,2008,2025,RARE: <0.01% of state,LP Cancellation,
WV,ACTIVE / (none) / LLP Termination,47,610800,0.008,2017.0,2024.0,2026.0,47.0,1953,2008,2025,RARE: <0.01% of state,LLP Termination,
WV,INACTIVE / (none) / Material Misrepresentation,47,610800,0.008,2023.0,2025.0,2026.0,47.0,1953,2008,2025,RARE: <0.01% of state,Material Misrepresentation,
WV,INACTIVE / (none) / Dissolution,26,610800,0.004,2023.0,2025.0,2026.0,26.0,1953,2008,2025,RARE: <0.01% of state,Dissolution,
WV,ACTIVE / (none) / Material Misrepresentation,10,610800,0.002,2026.0,2026.0,2026.0,10.0,1953,2008,2025,RARE: <0.01% of state,Material Misrepresentation,
WV,ACTIVE / (none) / Other,5,610800,0.001,1997.0,2024.0,2024.0,5.0,1953,2008,2025,RARE: <0.01% of state,Other,
WV,ACTIVE / NOT_GOOD_STANDING / Revoked (Failure to File Annual Report),5,610800,0.001,2016.0,2022.0,2025.0,5.0,1953,2008,2025,RARE: <0.01% of state,Revoked (Failure to File Annual Report),
WV,ACTIVE / (none) / LLC Termination (Domestic),4,610800,0.001,2021.0,2021.0,2022.0,4.0,1953,2008,2025,RARE: <0.01% of state,LLC Termination (Domestic),
WV,ACTIVE / PENDING_INACTIVE / Pending,3,610800,0.0,1980.0,2005.0,2007.0,3.0,1953,2008,2025,RARE: <0.01% of state,Pending,
WV,INACTIVE / (none) / Fictitious Name Termination,1,610800,0.0,2009.0,2009.0,2009.0,1.0,1953,2008,2025,RARE: <0.01% of state,Fictitious Name Termination,
WY,ACTIVE / GOOD_STANDING / ACTIVE,741320,1291297,57.409,2013.0,2025.0,2026.0,741320.0,2013,2023,2026,,ACTIVE,
WY,INACTIVE / (none) / INACTIVE,520800,1291297,40.332,2014.0,2022.0,2025.0,520800.0,2013,2023,2026,,INACTIVE,"WY assumed-inactive override (entity dropped from bulk feed >30d): sub_status cleared, status_details ACTIVE->INACTIVE"
WY,ACTIVE / PENDING_INACTIVE / ACTIVE,29177,1291297,2.26,2018.0,2025.0,2025.0,29177.0,2013,2023,2026,,ACTIVE,
